i,j,x_upper,y_upper,x_lower,y_lower
0,5,4390.4,1169.82,4390.63,1163.68
0,5,4392.33,1169.65,4392.54,1163.99
0,5,4394.18,1169.49,4394.37,1164.29
0,5,4395.95,1169.33,4396.12,1164.58
0,5,4397.63,1169.18,4397.79,1164.86
0,5,4399.22,1169.03,4399.36,1165.12
0,5,4400.72,1168.89,4400.85,1165.37
0,5,4402.14,1168.76,4402.26,1165.61
0,5,4403.46,1168.63,4403.57,1165.83
0,5,4404.69,1168.51,4404.78,1166.04
0,5,4405.83,1168.4,4405.91,1166.24
0,5,4406.87,1168.3,4406.94,1166.41
0,5,4407.82,1168.2,4407.88,1166.58
0,5,4408.67,1168.12,4408.72,1166.73
0,5,4409.42,1168.04,4409.46,1166.86
0,5,4410.07,1167.98,4410.11,1166.97
0,5,4410.63,1167.92,4410.66,1167.07
0,5,4411.08,1167.88,4411.11,1167.15
0,5,4411.43,1167.84,4411.46,1167.21
0,5,4411.69,1167.81,4411.71,1167.25
0,5,4411.84,1167.8,4411.86,1167.28
0,5,4411.89,1167.79,4411.91,1167.29
1,0,1712,1662,1712,1662
1,0,1712.05,1662.56,1712.05,1661.44
1,0,1712.2,1663.12,1712.2,1660.88
1,0,1712.45,1663.66,1712.45,1660.34
1,0,1712.8,1664.2,1712.8,1659.8
1,0,1713.26,1664.73,1713.26,1659.27
1,0,1713.81,1665.25,1713.81,1658.75
1,0,1714.46,1665.76,1714.46,1658.24
1,0,1715.21,1666.26,1715.21,1657.74
1,0,1716.05,1666.75,1716.05,1657.25
1,0,1716.99,1667.23,1716.99,1656.77
1,0,1718.03,1667.69,1718.03,1656.31
1,0,1719.16,1668.15,1719.16,1655.85
1,0,1720.39,1668.59,1720.39,1655.41
1,0,1721.71,1669.02,1721.71,1654.98
1,0,1723.12,1669.43,1723.12,1654.57
1,0,1724.62,1669.83,1724.62,1654.17
1,0,1726.2,1670.22,1726.2,1653.78
1,0,1727.87,1670.59,1727.87,1653.41
1,0,1729.63,1670.94,1729.63,1653.06
1,0,1731.47,1671.28,1731.47,1652.72
1,0,1733.39,1671.59,1733.39,1652.41
1,0,1735.4,1671.89,1735.4,1652.11
1,0,1737.47,1672.17,1737.47,1651.83
1,0,1739.63,1672.43,1739.63,1651.57
1,0,1741.85,1672.68,1741.85,1651.32
1,0,1744.15,1672.9,1744.15,1651.1
1,0,1746.51,1673.1,1746.51,1650.9
1,0,1748.94,1673.28,1748.94,1650.72
1,0,1751.44,1673.44,1751.44,1650.56
1,0,1753.99,1673.58,1753.99,1650.42
1,0,1756.61,1673.7,1756.61,1650.3
1,0,1759.28,1673.8,1759.28,1650.2
1,0,1762,1673.88,1762,1650.12
1,0,1764.77,1673.94,1764.77,1650.06
1,0,1767.59,1673.98,1767.59,1650.02
1,0,1770.46,1674,1770.46,1650
1,0,1773.37,1674,1773.37,1650
1,0,1776.31,1673.98,1776.31,1650.02
1,0,1779.29,1673.95,1779.29,1650.05
1,0,1782.31,1673.89,1782.31,1650.11
1,0,1785.35,1673.82,1785.35,1650.18
1,0,1788.42,1673.73,1788.42,1650.27
1,0,1791.52,1673.62,1791.52,1650.38
1,0,1794.64,1673.5,1794.64,1650.5
1,0,1797.77,1673.37,1797.77,1650.63
1,0,1800.92,1673.22,1800.92,1650.78
1,0,1804.08,1673.05,1804.08,1650.95
1,0,1807.24,1672.88,1807.24,1651.12
1,0,1810.41,1672.69,1810.41,1651.31
1,0,1813.59,1672.49,1813.59,1651.51
1,0,1816.76,1672.28,1816.76,1651.72
1,0,1819.92,1672.05,1819.92,1651.95
1,0,1823.08,1671.82,1823.08,1652.18
1,0,1826.23,1671.59,1826.23,1652.41
1,0,1829.36,1671.34,1829.36,1652.66
1,0,1832.48,1671.09,1832.48,1652.91
1,0,1835.58,1670.83,1835.58,1653.17
1,0,1838.65,1670.56,1838.65,1653.44
1,0,1841.69,1670.29,1841.69,1653.71
1,0,1844.71,1670.02,1844.71,1653.98
1,0,1847.69,1669.74,1847.69,1654.26
1,0,1850.63,1669.46,1850.63,1654.54
1,0,1853.54,1669.18,1853.54,1654.82
1,0,1856.41,1668.89,1856.41,1655.11
1,0,1859.23,1668.61,1859.23,1655.39
1,0,1862,1668.32,1862,1655.68
1,0,1864.72,1668.03,1864.72,1655.97
1,0,1867.39,1667.75,1867.39,1656.25
1,0,1870.01,1667.47,1870.01,1656.53
1,0,1872.56,1667.18,1872.56,1656.82
1,0,1875.06,1666.9,1875.06,1657.1
1,0,1877.49,1666.63,1877.49,1657.37
1,0,1879.85,1666.36,1879.85,1657.64
1,0,1882.15,1666.09,1882.15,1657.91
1,0,1884.37,1665.82,1884.37,1658.18
1,0,1886.53,1665.57,1886.53,1658.43
1,0,1888.6,1665.31,1888.6,1658.69
1,0,1890.61,1665.07,1890.61,1658.93
1,0,1892.53,1664.83,1892.53,1659.17
1,0,1894.37,1664.6,1894.37,1659.4
1,0,1896.13,1664.38,1896.13,1659.62
1,0,1897.8,1664.16,1897.8,1659.84
1,0,1899.38,1663.96,1899.38,1660.04
1,0,1900.88,1663.76,1900.88,1660.24
1,0,1902.29,1663.57,1902.29,1660.43
1,0,1903.61,1663.4,1903.61,1660.6
1,0,1904.84,1663.24,1904.84,1660.76
1,0,1905.97,1663.08,1905.97,1660.92
1,0,1907.01,1662.94,1907.01,1661.06
1,0,1907.95,1662.81,1907.95,1661.19
1,0,1908.79,1662.7,1908.79,1661.3
1,0,1909.54,1662.59,1909.54,1661.41
1,0,1910.19,1662.5,1910.19,1661.5
1,0,1910.74,1662.43,1910.74,1661.57
1,0,1911.2,1662.36,1911.2,1661.64
1,0,1911.55,1662.32,1911.55,1661.68
1,0,1911.8,1662.28,1911.8,1661.72
1,0,1911.95,1662.26,1911.95,1661.74
1,0,1912,1662.25,1912,1661.75
1,1,2212.46,1655.21,2212.46,1655.21
1,1,2212.44,1655.78,2212.59,1654.66
1,1,2212.51,1656.35,2212.81,1654.14
1,1,2212.69,1656.92,2213.14,1653.63
1,1,2212.96,1657.5,2213.56,1653.14
1,1,2213.34,1658.09,2214.08,1652.68
1,1,2213.81,1658.68,2214.69,1652.24
1,1,2214.39,1659.27,2215.41,1651.82
1,1,2215.06,1659.87,2216.22,1651.43
1,1,2215.83,1660.47,2217.12,1651.06
1,1,2216.7,1661.07,2218.12,1650.71
1,1,2217.66,1661.67,2219.21,1650.39
1,1,2218.73,1662.28,2220.39,1650.09
1,1,2219.88,1662.88,2221.67,1649.82
1,1,2221.13,1663.49,2223.03,1649.58
1,1,2222.47,1664.09,2224.49,1649.36
1,1,2223.9,1664.69,2226.02,1649.16
1,1,2225.42,1665.28,2227.65,1649
1,1,2227.02,1665.88,2229.36,1648.86
1,1,2228.72,1666.46,2231.15,1648.75
1,1,2230.5,1667.05,2233.01,1648.67
1,1,2232.36,1667.62,2234.96,1648.61
1,1,2234.3,1668.19,2236.98,1648.59
1,1,2236.32,1668.75,2239.08,1648.59
1,1,2238.42,1669.3,2241.25,1648.63
1,1,2240.59,1669.84,2243.49,1648.69
1,1,2242.84,1670.37,2245.79,1648.78
1,1,2245.15,1670.89,2248.16,1648.9
1,1,2247.53,1671.4,2250.6,1649.05
1,1,2249.98,1671.9,2253.09,1649.23
1,1,2252.5,1672.39,2255.64,1649.44
1,1,2255.07,1672.86,2258.25,1649.67
1,1,2257.7,1673.32,2260.9,1649.94
1,1,2260.39,1673.77,2263.61,1650.23
1,1,2263.13,1674.21,2266.37,1650.55
1,1,2265.92,1674.63,2269.17,1650.89
1,1,2268.75,1675.04,2272.01,1651.26
1,1,2271.63,1675.43,2274.89,1651.65
1,1,2274.55,1675.81,2277.81,1652.07
1,1,2277.51,1676.18,2280.75,1652.51
1,1,2280.51,1676.54,2283.73,1652.98
1,1,2283.53,1676.88,2286.74,1653.46
1,1,2286.59,1677.21,2289.77,1653.97
1,1,2289.67,1677.52,2292.82,1654.49
1,1,2292.77,1677.83,2295.89,1655.03
1,1,2295.89,1678.12,2298.98,1655.59
1,1,2299.03,1678.39,2302.08,1656.17
1,1,2302.19,1678.66,2305.19,1656.76
1,1,2305.35,1678.92,2308.3,1657.37
1,1,2308.51,1679.16,2311.42,1657.98
1,1,2311.69,1679.39,2314.53,1658.61
1,1,2314.86,1679.61,2317.65,1659.25
1,1,2318.02,1679.82,2320.75,1659.9
1,1,2321.18,1680.03,2323.85,1660.56
1,1,2324.34,1680.22,2326.94,1661.22
1,1,2327.47,1680.4,2330.01,1661.89
1,1,2330.59,1680.57,2333.06,1662.56
1,1,2333.7,1680.73,2336.09,1663.24
1,1,2336.78,1680.89,2339.1,1663.92
1,1,2339.83,1681.03,2342.08,1664.6
1,1,2342.85,1681.17,2345.03,1665.28
1,1,2345.84,1681.3,2347.95,1665.96
1,1,2348.8,1681.42,2350.83,1666.64
1,1,2351.72,1681.54,2353.67,1667.31
1,1,2354.6,1681.64,2356.47,1667.99
1,1,2357.43,1681.74,2359.22,1668.65
1,1,2360.22,1681.84,2361.93,1669.31
1,1,2362.95,1681.92,2364.59,1669.96
1,1,2365.64,1682,2367.2,1670.61
1,1,2368.26,1682.08,2369.75,1671.24
1,1,2370.83,1682.14,2372.24,1671.87
1,1,2373.34,1682.2,2374.67,1672.49
1,1,2375.79,1682.26,2377.05,1673.09
1,1,2378.17,1682.31,2379.35,1673.68
1,1,2380.48,1682.36,2381.59,1674.26
1,1,2382.72,1682.4,2383.76,1674.82
1,1,2384.89,1682.44,2385.86,1675.37
1,1,2386.98,1682.47,2387.88,1675.9
1,1,2389,1682.5,2389.83,1676.42
1,1,2390.93,1682.52,2391.7,1676.91
1,1,2392.79,1682.54,2393.5,1677.39
1,1,2394.56,1682.56,2395.21,1677.85
1,1,2396.25,1682.57,2396.83,1678.29
1,1,2397.85,1682.59,2398.38,1678.71
1,1,2399.36,1682.59,2399.84,1679.11
1,1,2400.78,1682.6,2401.21,1679.48
1,1,2402.11,1682.61,2402.49,1679.83
1,1,2403.35,1682.61,2403.68,1680.16
1,1,2404.49,1682.61,2404.78,1680.47
1,1,2405.54,1682.62,2405.79,1680.75
1,1,2406.49,1682.62,2406.71,1681
1,1,2407.34,1682.62,2407.53,1681.23
1,1,2408.1,1682.62,2408.26,1681.44
1,1,2408.75,1682.61,2408.89,1681.62
1,1,2409.31,1682.61,2409.43,1681.77
1,1,2409.77,1682.61,2409.86,1681.89
1,1,2410.12,1682.61,2410.21,1681.99
1,1,2410.37,1682.61,2410.45,1682.06
1,1,2410.53,1682.61,2410.6,1682.1
1,1,2410.58,1682.61,2410.65,1682.11
1,2,2713.26,1650.86,2713.26,1650.86
1,2,2713.18,1651.42,2713.43,1650.32
1,2,2713.21,1651.99,2713.7,1649.81
1,2,2713.33,1652.58,2714.07,1649.34
1,2,2713.55,1653.18,2714.53,1648.89
1,2,2713.87,1653.8,2715.09,1648.48
1,2,2714.3,1654.42,2715.74,1648.09
1,2,2714.82,1655.07,2716.49,1647.74
1,2,2715.43,1655.72,2717.33,1647.42
1,2,2716.15,1656.39,2718.26,1647.13
1,2,2716.96,1657.06,2719.29,1646.88
1,2,2717.87,1657.75,2720.41,1646.65
1,2,2718.87,1658.45,2721.61,1646.46
1,2,2719.97,1659.15,2722.9,1646.3
1,2,2721.16,1659.86,2724.29,1646.18
1,2,2722.44,1660.58,2725.75,1646.09
1,2,2723.81,1661.31,2727.3,1646.03
1,2,2725.27,1662.03,2728.93,1646.01
1,2,2726.82,1662.77,2730.65,1646.02
1,2,2728.45,1663.5,2732.44,1646.07
1,2,2730.17,1664.24,2734.31,1646.15
1,2,2731.98,1664.98,2736.25,1646.27
1,2,2733.86,1665.71,2738.27,1646.43
1,2,2735.82,1666.45,2740.36,1646.62
1,2,2737.86,1667.18,2742.51,1646.84
1,2,2739.98,1667.92,2744.74,1647.1
1,2,2742.17,1668.64,2747.03,1647.4
1,2,2744.43,1669.37,2749.38,1647.73
1,2,2746.76,1670.09,2751.79,1648.09
1,2,2749.15,1670.8,2754.25,1648.49
1,2,2751.61,1671.51,2756.78,1648.92
1,2,2754.14,1672.21,2759.35,1649.39
1,2,2756.72,1672.9,2761.98,1649.89
1,2,2759.35,1673.58,2764.65,1650.42
1,2,2762.04,1674.26,2767.36,1650.98
1,2,2764.78,1674.93,2770.12,1651.57
1,2,2767.57,1675.58,2772.92,1652.19
1,2,2770.41,1676.23,2775.75,1652.83
1,2,2773.28,1676.87,2778.62,1653.51
1,2,2776.2,1677.5,2781.52,1654.21
1,2,2779.15,1678.12,2784.45,1654.93
1,2,2782.13,1678.73,2787.4,1655.68
1,2,2785.15,1679.32,2790.37,1656.45
1,2,2788.19,1679.91,2793.37,1657.25
1,2,2791.25,1680.49,2796.38,1658.06
1,2,2794.34,1681.05,2799.4,1658.89
1,2,2797.44,1681.61,2802.44,1659.74
1,2,2800.55,1682.15,2805.48,1660.6
1,2,2803.68,1682.68,2808.53,1661.48
1,2,2806.81,1683.21,2811.58,1662.37
1,2,2809.95,1683.72,2814.63,1663.27
1,2,2813.09,1684.22,2817.67,1664.19
1,2,2816.23,1684.71,2820.71,1665.11
1,2,2819.36,1685.19,2823.74,1666.04
1,2,2822.48,1685.66,2826.75,1666.97
1,2,2825.59,1686.12,2829.75,1667.91
1,2,2828.68,1686.57,2832.73,1668.85
1,2,2831.76,1687,2835.69,1669.79
1,2,2834.81,1687.43,2838.63,1670.73
1,2,2837.84,1687.84,2841.54,1671.68
1,2,2840.84,1688.25,2844.41,1672.62
1,2,2843.81,1688.64,2847.26,1673.55
1,2,2846.74,1689.03,2850.07,1674.48
1,2,2849.64,1689.4,2852.84,1675.4
1,2,2852.5,1689.76,2855.57,1676.32
1,2,2855.31,1690.11,2858.25,1677.23
1,2,2858.08,1690.45,2860.89,1678.12
1,2,2860.79,1690.78,2863.48,1679.01
1,2,2863.46,1691.09,2866.02,1679.88
1,2,2866.07,1691.4,2868.51,1680.74
1,2,2868.63,1691.69,2870.94,1681.59
1,2,2871.12,1691.98,2873.31,1682.41
1,2,2873.55,1692.25,2875.61,1683.22
1,2,2875.92,1692.51,2877.86,1684.02
1,2,2878.21,1692.76,2880.04,1684.79
1,2,2880.44,1693,2882.15,1685.54
1,2,2882.6,1693.23,2884.19,1686.28
1,2,2884.68,1693.45,2886.16,1686.98
1,2,2886.69,1693.65,2888.05,1687.67
1,2,2888.61,1693.85,2889.88,1688.33
1,2,2890.46,1694.03,2891.62,1688.97
1,2,2892.22,1694.21,2893.28,1689.58
1,2,2893.9,1694.37,2894.86,1690.16
1,2,2895.49,1694.52,2896.37,1690.71
1,2,2897,1694.67,2897.78,1691.24
1,2,2898.41,1694.8,2899.12,1691.73
1,2,2899.74,1694.92,2900.36,1692.19
1,2,2900.97,1695.04,2901.52,1692.63
1,2,2902.11,1695.14,2902.59,1693.03
1,2,2903.15,1695.23,2903.57,1693.4
1,2,2904.1,1695.32,2904.46,1693.73
1,2,2904.95,1695.39,2905.26,1694.03
1,2,2905.7,1695.46,2905.96,1694.3
1,2,2906.35,1695.52,2906.58,1694.53
1,2,2906.91,1695.57,2907.1,1694.73
1,2,2907.36,1695.6,2907.52,1694.89
1,2,2907.72,1695.64,2907.86,1695.02
1,2,2907.97,1695.66,2908.09,1695.11
1,2,2908.12,1695.67,2908.24,1695.16
1,2,2908.17,1695.67,2908.28,1695.18
1,3,3213.37,1650.37,3213.37,1650.37
1,3,3213.29,1650.92,3213.55,1649.83
1,3,3213.31,1651.5,3213.83,1649.33
1,3,3213.43,1652.09,3214.2,1648.86
1,3,3213.64,1652.69,3214.67,1648.42
1,3,3213.96,1653.31,3215.23,1648.01
1,3,3214.37,1653.94,3215.89,1647.63
1,3,3214.89,1654.59,3216.64,1647.28
1,3,3215.5,1655.25,3217.48,1646.97
1,3,3216.21,1655.93,3218.42,1646.69
1,3,3217.01,1656.61,3219.44,1646.45
1,3,3217.91,1657.31,3220.56,1646.23
1,3,3218.91,1658.01,3221.77,1646.05
1,3,3220,1658.73,3223.06,1645.91
1,3,3221.18,1659.45,3224.45,1645.8
1,3,3222.45,1660.18,3225.91,1645.72
1,3,3223.82,1660.92,3227.46,1645.68
1,3,3225.27,1661.66,3229.1,1645.68
1,3,3226.81,1662.41,3230.81,1645.71
1,3,3228.44,1663.16,3232.6,1645.77
1,3,3230.15,1663.92,3234.47,1645.88
1,3,3231.95,1664.67,3236.41,1646.01
1,3,3233.82,1665.43,3238.43,1646.19
1,3,3235.78,1666.19,3240.51,1646.4
1,3,3237.81,1666.94,3242.67,1646.65
1,3,3239.92,1667.69,3244.89,1646.93
1,3,3242.1,1668.44,3247.17,1647.25
1,3,3244.36,1669.19,3249.52,1647.6
1,3,3246.68,1669.93,3251.93,1647.99
1,3,3249.07,1670.67,3254.39,1648.41
1,3,3251.52,1671.4,3256.91,1648.87
1,3,3254.03,1672.13,3259.48,1649.36
1,3,3256.61,1672.85,3262.1,1649.89
1,3,3259.24,1673.56,3264.76,1650.44
1,3,3261.92,1674.26,3267.48,1651.03
1,3,3264.65,1674.95,3270.23,1651.65
1,3,3267.43,1675.64,3273.02,1652.3
1,3,3270.26,1676.32,3275.85,1652.97
1,3,3273.13,1676.98,3278.71,1653.68
1,3,3276.04,1677.64,3281.6,1654.41
1,3,3278.98,1678.29,3284.52,1655.16
1,3,3281.96,1678.93,3287.46,1655.94
1,3,3284.97,1679.56,3290.43,1656.74
1,3,3288,1680.17,3293.41,1657.56
1,3,3291.06,1680.78,3296.42,1658.41
1,3,3294.14,1681.38,3299.43,1659.27
1,3,3297.24,1681.96,3302.46,1660.15
1,3,3300.35,1682.54,3305.49,1661.04
1,3,3303.47,1683.1,3308.53,1661.95
1,3,3306.6,1683.66,3311.57,1662.87
1,3,3309.73,1684.2,3314.61,1663.8
1,3,3312.86,1684.73,3317.65,1664.75
1,3,3316,1685.26,3320.67,1665.7
1,3,3319.12,1685.77,3323.69,1666.66
1,3,3322.24,1686.27,3326.7,1667.62
1,3,3325.34,1686.76,3329.69,1668.59
1,3,3328.43,1687.24,3332.66,1669.56
1,3,3331.5,1687.7,3335.61,1670.53
1,3,3334.55,1688.16,3338.54,1671.51
1,3,3337.58,1688.61,3341.43,1672.48
1,3,3340.57,1689.04,3344.3,1673.45
1,3,3343.54,1689.47,3347.14,1674.41
1,3,3346.47,1689.88,3349.94,1675.37
1,3,3349.36,1690.28,3352.7,1676.32
1,3,3352.21,1690.67,3355.42,1677.26
1,3,3355.02,1691.05,3358.1,1678.2
1,3,3357.78,1691.41,3360.73,1679.12
1,3,3360.5,1691.77,3363.31,1680.03
1,3,3363.16,1692.11,3365.84,1680.93
1,3,3365.77,1692.45,3368.31,1681.81
1,3,3368.32,1692.77,3370.73,1682.68
1,3,3370.81,1693.08,3373.09,1683.53
1,3,3373.24,1693.37,3375.39,1684.37
1,3,3375.6,1693.66,3377.63,1685.18
1,3,3377.9,1693.93,3379.8,1685.98
1,3,3380.12,1694.19,3381.9,1686.75
1,3,3382.28,1694.44,3383.94,1687.51
1,3,3384.36,1694.68,3385.9,1688.23
1,3,3386.36,1694.91,3387.79,1688.94
1,3,3388.29,1695.12,3389.6,1689.62
1,3,3390.13,1695.33,3391.34,1690.27
1,3,3391.89,1695.52,3393,1690.9
1,3,3393.57,1695.7,3394.57,1691.5
1,3,3395.16,1695.87,3396.07,1692.06
1,3,3396.66,1696.03,3397.48,1692.6
1,3,3398.08,1696.17,3398.81,1693.11
1,3,3399.4,1696.31,3400.05,1693.59
1,3,3400.63,1696.44,3401.2,1694.03
1,3,3401.77,1696.55,3402.27,1694.45
1,3,3402.81,1696.66,3403.25,1694.82
1,3,3403.75,1696.75,3404.13,1695.17
1,3,3404.6,1696.83,3404.93,1695.48
1,3,3405.36,1696.91,3405.63,1695.75
1,3,3406.01,1696.97,3406.24,1695.99
1,3,3406.56,1697.02,3406.76,1696.19
1,3,3407.02,1697.07,3407.19,1696.36
1,3,3407.37,1697.1,3407.52,1696.49
1,3,3407.62,1697.13,3407.75,1696.58
1,3,3407.77,1697.14,3407.89,1696.64
1,3,3407.82,1697.15,3407.94,1696.66
1,4,3712.66,1653.89,3712.66,1653.89
1,4,3712.62,1654.45,3712.8,1653.35
1,4,3712.68,1655.03,3713.04,1652.82
1,4,3712.84,1655.6,3713.38,1652.33
1,4,3713.1,1656.19,3713.81,1651.85
1,4,3713.46,1656.79,3714.34,1651.41
1,4,3713.92,1657.39,3714.97,1650.98
1,4,3714.48,1658,3715.7,1650.58
1,4,3715.13,1658.61,3716.51,1650.21
1,4,3715.89,1659.23,3717.43,1649.86
1,4,3716.74,1659.86,3718.44,1649.54
1,4,3717.69,1660.49,3719.54,1649.25
1,4,3718.73,1661.12,3720.73,1648.99
1,4,3719.87,1661.76,3722.01,1648.75
1,4,3721.1,1662.39,3723.38,1648.54
1,4,3722.43,1663.03,3724.84,1648.36
1,4,3723.84,1663.67,3726.38,1648.21
1,4,3725.34,1664.31,3728.01,1648.08
1,4,3726.93,1664.94,3729.72,1647.99
1,4,3728.61,1665.57,3731.51,1647.93
1,4,3730.37,1666.2,3733.38,1647.9
1,4,3732.22,1666.83,3735.33,1647.9
1,4,3734.14,1667.45,3737.35,1647.93
1,4,3736.15,1668.06,3739.45,1647.99
1,4,3738.23,1668.67,3741.61,1648.08
1,4,3740.39,1669.27,3743.85,1648.2
1,4,3742.62,1669.86,3746.15,1648.35
1,4,3744.92,1670.44,3748.52,1648.54
1,4,3747.29,1671.01,3750.95,1648.75
1,4,3749.72,1671.58,3753.43,1649
1,4,3752.22,1672.13,3755.98,1649.27
1,4,3754.78,1672.67,3758.58,1649.58
1,4,3757.4,1673.21,3761.23,1649.91
1,4,3760.07,1673.73,3763.93,1650.27
1,4,3762.8,1674.23,3766.67,1650.67
1,4,3765.58,1674.73,3769.46,1651.08
1,4,3768.4,1675.21,3772.29,1651.53
1,4,3771.27,1675.69,3775.16,1652
1,4,3774.18,1676.14,3778.07,1652.5
1,4,3777.13,1676.59,3781,1653.02
1,4,3780.11,1677.03,3783.97,1653.56
1,4,3783.13,1677.45,3786.96,1654.12
1,4,3786.17,1677.86,3789.98,1654.71
1,4,3789.24,1678.26,3793.01,1655.32
1,4,3792.34,1678.64,3796.07,1655.94
1,4,3795.45,1679.02,3799.14,1656.58
1,4,3798.58,1679.38,3802.22,1657.24
1,4,3801.73,1679.73,3805.31,1657.92
1,4,3804.88,1680.07,3808.41,1658.6
1,4,3808.04,1680.4,3811.51,1659.31
1,4,3811.2,1680.71,3814.6,1660.02
1,4,3814.37,1681.02,3817.7,1660.74
1,4,3817.53,1681.31,3820.79,1661.47
1,4,3820.68,1681.6,3823.87,1662.21
1,4,3823.83,1681.88,3826.94,1662.96
1,4,3826.96,1682.14,3829.99,1663.71
1,4,3830.07,1682.4,3833.02,1664.46
1,4,3833.17,1682.64,3836.03,1665.22
1,4,3836.24,1682.88,3839.02,1665.98
1,4,3839.29,1683.11,3841.98,1666.74
1,4,3842.31,1683.32,3844.91,1667.5
1,4,3845.3,1683.53,3847.81,1668.26
1,4,3848.25,1683.73,3850.67,1669.01
1,4,3851.17,1683.93,3853.49,1669.76
1,4,3854.04,1684.11,3856.27,1670.51
1,4,3856.87,1684.29,3859.01,1671.25
1,4,3859.65,1684.45,3861.7,1671.98
1,4,3862.38,1684.61,3864.34,1672.7
1,4,3865.06,1684.76,3866.93,1673.42
1,4,3867.69,1684.91,3869.46,1674.12
1,4,3870.26,1685.04,3871.94,1674.81
1,4,3872.76,1685.17,3874.35,1675.49
1,4,3875.21,1685.29,3876.71,1676.16
1,4,3877.58,1685.41,3879,1676.81
1,4,3879.89,1685.52,3881.22,1677.45
1,4,3882.13,1685.62,3883.37,1678.07
1,4,3884.3,1685.71,3885.46,1678.67
1,4,3886.39,1685.8,3887.47,1679.26
1,4,3888.41,1685.88,3889.4,1679.83
1,4,3890.34,1685.96,3891.26,1680.37
1,4,3892.19,1686.03,3893.04,1680.9
1,4,3893.96,1686.09,3894.74,1681.41
1,4,3895.65,1686.15,3896.35,1681.89
1,4,3897.25,1686.21,3897.88,1682.35
1,4,3898.76,1686.26,3899.33,1682.78
1,4,3900.18,1686.3,3900.69,1683.2
1,4,3901.51,1686.34,3901.96,1683.58
1,4,3902.75,1686.38,3903.15,1683.94
1,4,3903.89,1686.41,3904.24,1684.28
1,4,3904.94,1686.44,3905.24,1684.58
1,4,3905.89,1686.47,3906.15,1684.86
1,4,3906.74,1686.49,3906.97,1685.12
1,4,3907.49,1686.51,3907.69,1685.34
1,4,3908.15,1686.53,3908.31,1685.53
1,4,3908.71,1686.54,3908.84,1685.7
1,4,3909.16,1686.55,3909.28,1685.83
1,4,3909.52,1686.56,3909.62,1685.94
1,4,3909.77,1686.57,3909.86,1686.01
1,4,3909.92,1686.57,3910.01,1686.06
1,4,3909.97,1686.57,3910.06,1686.07
1,5,4212.03,1660.3,4212.03,1660.3
1,5,4212.06,1660.86,4212.1,1659.74
1,5,4212.19,1661.42,4212.27,1659.19
1,5,4212.42,1661.97,4212.54,1658.65
1,5,4212.76,1662.52,4212.91,1658.13
1,5,4213.19,1663.07,4213.38,1657.62
1,5,4213.72,1663.61,4213.95,1657.12
1,5,4214.36,1664.14,4214.61,1656.63
1,5,4215.09,1664.66,4215.38,1656.15
1,5,4215.92,1665.18,4216.24,1655.69
1,5,4216.84,1665.69,4217.2,1655.25
1,5,4217.86,1666.19,4218.25,1654.81
1,5,4218.98,1666.69,4219.4,1654.4
1,5,4220.19,1667.17,4220.64,1654
1,5,4221.49,1667.64,4221.97,1653.61
1,5,4222.89,1668.11,4223.39,1653.25
1,5,4224.37,1668.56,4224.9,1652.9
1,5,4225.94,1669,4226.5,1652.57
1,5,4227.6,1669.42,4228.19,1652.26
1,5,4229.35,1669.83,4229.96,1651.96
1,5,4231.18,1670.23,4231.81,1651.69
1,5,4233.08,1670.61,4233.74,1651.44
1,5,4235.07,1670.98,4235.75,1651.21
1,5,4237.14,1671.33,4237.83,1651
1,5,4239.28,1671.67,4239.99,1650.81
1,5,4241.5,1671.98,4242.23,1650.65
1,5,4243.79,1672.28,4244.53,1650.5
1,5,4246.15,1672.57,4246.9,1650.38
1,5,4248.57,1672.83,4249.34,1650.28
1,5,4251.06,1673.08,4251.83,1650.21
1,5,4253.6,1673.3,4254.39,1650.15
1,5,4256.21,1673.51,4257.01,1650.12
1,5,4258.88,1673.7,4259.68,1650.11
1,5,4261.6,1673.88,4262.4,1650.12
1,5,4264.37,1674.03,4265.18,1650.16
1,5,4267.18,1674.16,4268,1650.22
1,5,4270.05,1674.28,4270.86,1650.29
1,5,4272.95,1674.38,4273.77,1650.39
1,5,4275.9,1674.46,4276.71,1650.51
1,5,4278.88,1674.53,4279.69,1650.65
1,5,4281.89,1674.57,4282.7,1650.81
1,5,4284.94,1674.61,4285.74,1650.98
1,5,4288.01,1674.62,4288.81,1651.18
1,5,4291.11,1674.62,4291.9,1651.39
1,5,4294.22,1674.61,4295.01,1651.61
1,5,4297.36,1674.58,4298.13,1651.86
1,5,4300.51,1674.53,4301.28,1652.11
1,5,4303.67,1674.48,4304.43,1652.39
1,5,4306.85,1674.41,4307.59,1652.67
1,5,4310.02,1674.33,4310.75,1652.97
1,5,4313.2,1674.24,4313.91,1653.27
1,5,4316.38,1674.13,4317.08,1653.59
1,5,4319.55,1674.02,4320.23,1653.92
1,5,4322.71,1673.9,4323.38,1654.26
1,5,4325.87,1673.77,4326.52,1654.6
1,5,4329.01,1673.63,4329.64,1654.96
1,5,4332.13,1673.48,4332.75,1655.32
1,5,4335.23,1673.33,4335.83,1655.68
1,5,4338.31,1673.17,4338.89,1656.05
1,5,4341.36,1673,4341.93,1656.42
1,5,4344.39,1672.83,4344.93,1656.8
1,5,4347.38,1672.65,4347.9,1657.18
1,5,4350.33,1672.47,4350.84,1657.56
